# The 3DHST ID is specific to its north or south catalog. Currently using 3DHST v4.1 catalog.
# figs_id threed_north_idv41 figs_ra figs_dec threed_ra threed_dec
400094 37023 189.298126 62.345379 189.298075 62.345386
400096 37017 189.361939 62.345276 189.361870 62.345267
400101 37003 189.343903 62.344944 189.343893 62.344946
400102 36991 189.350434 62.344883 189.350432 62.344878
400103 36953 189.407837 62.344818 189.407832 62.344821
400104 36994 189.316818 62.344849 189.316822 62.344845
400105 36854 189.390274 62.344513 189.390265 62.344513
400108 36977 189.313996 62.344685 189.313981 62.344685
400109 36935 189.345001 62.344589 189.344988 62.344589
400112 36966 189.338822 62.344589 189.338824 62.344584
400113 36971 189.319504 62.344566 189.319499 62.344570
400115 36965 189.312912 62.344551 189.312933 62.344554
400116 36917 189.334534 62.344456 189.334526 62.344452
400118 36783 189.331665 62.344097 189.331644 62.344097
400119 36936 189.292984 62.344299 189.293020 62.344304
400120 36876 189.342850 62.344193 189.342847 62.344186
400122 36928 189.296768 62.344227 189.296735 62.344231
400123 36424 189.411576 62.343544 189.411575 62.343542
400124 36890 189.320772 62.344029 189.320694 62.343984
400125 36895 189.338578 62.344036 189.338553 62.344028
400126 36915 189.414643 62.343971 189.414605 62.343967
400127 36898 189.356171 62.344017 189.356164 62.344013
400128 36819 189.344391 62.343830 189.344383 62.343830
400129 36932 189.348236 62.343998 189.348236 62.343999
400130 36900 189.318344 62.343948 189.318366 62.343942
400132 36860 189.290085 62.343948 189.290016 62.343956
400133 36909 189.347458 62.343899 189.347473 62.343884
400135 36456 189.326203 62.343258 189.326178 62.343252
400136 36596 189.308274 62.343510 189.308286 62.343509
400137 36889 189.313202 62.343826 189.313179 62.343825
400140 36808 189.315079 62.343723 189.315112 62.343741
400141 36772 189.408203 62.343517 189.408270 62.343476
400142 36880 189.329514 62.343624 189.329509 62.343621
400143 36886 189.380265 62.343502 189.380246 62.343499
400151 36751 189.366104 62.342987 189.366080 62.342985
400153 36809 189.302216 62.343113 189.302204 62.343109
400154 36856 189.305725 62.343140 189.305744 62.343141
400155 36837 189.321121 62.343090 189.321088 62.343084
400156 36805 189.401490 62.342945 189.401468 62.342923
400159 36795 189.315323 62.342865 189.315319 62.342862
400160 36830 189.397110 62.342865 189.397107 62.342845
400161 36842 189.357209 62.342903 189.357197 62.342902
400162 36812 189.308335 62.342861 189.308341 62.342866
400163 36852 189.346863 62.342907 189.346861 62.342907
400165 36829 189.306168 62.342876 189.306159 62.342871
400166 36839 189.398590 62.342762 189.398577 62.342759
400169 36573 189.375916 62.342354 189.375898 62.342345
400170 36786 189.331818 62.342644 189.331818 62.342645
400172 36824 189.373841 62.342541 189.373834 62.342539
400175 36788 189.311844 62.342407 189.311848 62.342406
400176 36773 189.311600 62.342255 189.311603 62.342256
400177 36722 189.384644 62.342247 189.384635 62.342242
400178 36748 189.418122 62.342197 189.418125 62.342197
400180 36567 189.393173 62.341873 189.393178 62.341878
400181 36738 189.325180 62.342056 189.325174 62.342058
400182 36787 189.421723 62.342022 189.421711 62.342020
400183 36666 189.398102 62.341797 189.398096 62.341790
400185 36733 189.331818 62.341938 189.331809 62.341931
400187 36736 189.296860 62.341934 189.296794 62.341923
400188 36737 189.344666 62.341640 189.344644 62.341643
400189 36717 189.308701 62.341557 189.308688 62.341553
400190 36735 189.308747 62.341396 189.308723 62.341399
400191 36711 189.356919 62.341331 189.356935 62.341322
400194 36490 189.414841 62.340858 189.414826 62.340864
400196 36714 189.412689 62.341084 189.412684 62.341080
400197 36613 189.327378 62.341026 189.327330 62.341028
400199 36655 189.423355 62.340919 189.423317 62.340936
400201 36663 189.317063 62.341007 189.317003 62.340988
400202 36681 189.302857 62.340973 189.302864 62.340967
400203 36420 189.297730 62.340675 189.297732 62.340677
400204 36582 189.360321 62.340736 189.360305 62.340745
400205 36661 189.362992 62.340836 189.362978 62.340839
400206 36687 189.347687 62.340862 189.347676 62.340866
400207 36684 189.344086 62.340832 189.344083 62.340829
400209 36686 189.352738 62.340721 189.352724 62.340725
400211 36521 189.314179 62.340443 189.314179 62.340442
400212 36665 189.395310 62.340553 189.395317 62.340552
400213 36094 189.438736 62.339909 189.438736 62.339916
400214 36368 189.439575 62.339039 189.439597 62.339022
400216 36303 189.296570 62.340237 189.296568 62.340240
400217 36651 189.311066 62.340557 189.311051 62.340552
400218 36656 189.370590 62.340462 189.370564 62.340462
400219 36577 189.331772 62.340401 189.331771 62.340394
400220 36623 189.305512 62.340336 189.305536 62.340317
400221 36639 189.322251 62.340248 189.322240 62.340245
400222 36634 189.420075 62.340096 189.420060 62.340093
400223 36610 189.347794 62.340164 189.347770 62.340157
400224 36276 189.435105 62.339756 189.435108 62.339757
400226 36466 189.411789 62.339901 189.411787 62.339896
400227 36630 189.418198 62.340050 189.418202 62.340045
400228 36556 189.316284 62.340073 189.316264 62.340062
400229 36627 189.333374 62.340092 189.333364 62.340092
400230 36544 189.338028 62.339878 189.338035 62.339862
400231 36572 189.361923 62.339870 189.361912 62.339859
400232 36583 189.388230 62.339844 189.388213 62.339858
400233 36496 189.412552 62.339611 189.412556 62.339607
400235 36552 189.293503 62.339733 189.293494 62.339737
400237 36514 189.330582 62.339653 189.330574 62.339662
400238 36597 189.335327 62.339729 189.335331 62.339736
400239 36580 189.384934 62.339596 189.384908 62.339593
400242 36525 189.404770 62.339123 189.404770 62.339107
400243 36505 189.334549 62.339073 189.334540 62.339074
400244 36454 189.392258 62.338909 189.392266 62.338903
400245 36476 189.383133 62.338940 189.383124 62.338936
400246 36416 189.338013 62.338806 189.338034 62.338804
400247 36323 189.398041 62.338428 189.398045 62.338424
400248 36485 189.415772 62.338585 189.415756 62.338567
400249 36507 189.322785 62.338642 189.322793 62.338641
400250 36500 189.296891 62.338554 189.296883 62.338554
400251 36408 189.361328 62.338387 189.361325 62.338384
400253 36461 189.337387 62.338226 189.337375 62.338224
400254 36467 189.459137 62.338032 189.459133 62.338030
400255 36442 189.361847 62.338154 189.361822 62.338161
400256 36414 189.416199 62.337772 189.416184 62.337762
400257 36438 189.411881 62.337803 189.411870 62.337810
400258 36366 189.344925 62.337688 189.344915 62.337692
400259 36409 189.393433 62.337700 189.393424 62.337698
400260 36423 189.425202 62.337666 189.425186 62.337657
400261 36367 189.338700 62.337574 189.338674 62.337583
400262 36378 189.392060 62.337494 189.392050 62.337485
400263 36405 189.460190 62.337402 189.460178 62.337401
400265 36383 189.459687 62.337143 189.459702 62.337152
400266 36365 189.328064 62.337242 189.328064 62.337242
400268 36289 189.394501 62.336960 189.394505 62.336962
400269 36253 189.342682 62.336872 189.342687 62.336880
400270 36234 189.423874 62.336597 189.423871 62.336592
400271 36235 189.369095 62.336517 189.369100 62.336525
400272 36291 189.314850 62.336658 189.314851 62.336674
400273 36286 189.400162 62.336475 189.400105 62.336463
400274 36114 189.317368 62.336334 189.317362 62.336336
400275 36315 189.340195 62.336510 189.340188 62.336514
400276 36306 189.394028 62.336445 189.394009 62.336438
400277 36233 189.291260 62.336369 189.291254 62.336375
400278 36267 189.377060 62.336308 189.377043 62.336307
400280 36280 189.339859 62.336349 189.339851 62.336346
400281 36292 189.315079 62.336319 189.315060 62.336322
400282 36158 189.304840 62.336166 189.304842 62.336167
400283 36281 189.397400 62.336227 189.397386 62.336226
400284 36260 189.332917 62.336235 189.332908 62.336230
400285 36275 189.376480 62.336117 189.376481 62.336113
400286 36180 189.399063 62.335987 189.399058 62.335979
400287 36243 189.323944 62.336063 189.323948 62.336061
400288 36215 189.403870 62.335922 189.403854 62.335918
400289 36229 189.372818 62.335968 189.372815 62.335965
400290 36104 189.381684 62.335724 189.381703 62.335722
400291 36108 189.397019 62.335575 189.397008 62.335574
400292 36228 189.348969 62.335751 189.348963 62.335755
400293 36216 189.371201 62.335686 189.371202 62.335686
400294 36179 189.354706 62.335670 189.354663 62.335659
400295 36237 189.379746 62.335659 189.379747 62.335659
400296 36203 189.312424 62.335682 189.312368 62.335707
400297 36153 189.419342 62.335434 189.419319 62.335437
400299 36193 189.382386 62.335495 189.382319 62.335496
400300 36175 189.429016 62.335205 189.429006 62.335204
400301 35903 189.340485 62.334797 189.340463 62.334815
400302 36186 189.421158 62.335114 189.421160 62.335109
400303 36045 189.402481 62.334923 189.402466 62.334925
400305 35974 189.399063 62.334835 189.399055 62.334819
400306 36152 189.353043 62.335011 189.353022 62.335016
400307 35918 189.324686 62.334539 189.324703 62.334538
400309 36006 189.354401 62.334724 189.354395 62.334725
400310 36129 189.428238 62.334702 189.428233 62.334708
400311 36125 189.385941 62.334648 189.385941 62.334642
400312 36067 189.306763 62.334530 189.306755 62.334528
400313 35952 189.306732 62.334209 189.306722 62.334217
400314 35993 189.370880 62.334400 189.370869 62.334399
400315 36118 189.322861 62.334435 189.322859 62.334430
400316 36061 189.430176 62.334167 189.430167 62.334166
400317 36078 189.402619 62.334244 189.402575 62.334249
400318 36035 189.343796 62.334133 189.343784 62.334133
400319 36074 189.337189 62.334156 189.337188 62.334157
400321 36069 189.386856 62.334049 189.386868 62.334039
400322 36013 189.396012 62.333958 189.395999 62.333962
400323 36042 189.338776 62.333969 189.338768 62.333976
400324 36057 189.357346 62.333927 189.357348 62.333933
400325 36040 189.387192 62.333923 189.387140 62.333902
400326 35973 189.341049 62.333805 189.341035 62.333809
400327 35951 189.389557 62.333679 189.389558 62.333675
400328 36043 189.381287 62.333767 189.381227 62.333774
400329 35959 189.307587 62.333759 189.307616 62.333752
400330 36041 189.387116 62.333698 189.387117 62.333699
400331 36034 189.396714 62.333614 189.396693 62.333618
400332 36000 189.347641 62.333607 189.347624 62.333595
400333 35935 189.303192 62.333565 189.303228 62.333572
400334 35975 189.392548 62.333473 189.392558 62.333478
400335 36012 189.310242 62.333591 189.310219 62.333603
400336 35997 189.388123 62.333416 189.388121 62.333410
400338 36007 189.362320 62.333366 189.362318 62.333365
400339 35987 189.427429 62.333153 189.427433 62.333153
400341 35941 189.389069 62.333157 189.389074 62.333151
400342 35921 189.317856 62.333195 189.317776 62.333192
400343 35996 189.294724 62.333229 189.294734 62.333229
400344 35902 189.376831 62.333015 189.376822 62.333001
400345 35831 189.309342 62.332924 189.309337 62.332921
400346 35933 189.305191 62.333057 189.305184 62.333050
400347 35956 189.327683 62.333035 189.327673 62.333033
400348 35957 189.331131 62.333015 189.331137 62.333017
400349 35906 189.298432 62.332951 189.298431 62.332951
400350 35419 189.315247 62.332443 189.315256 62.332442
400351 35926 189.383576 62.332874 189.383568 62.332876
400352 35924 189.413378 62.332675 189.413371 62.332660
400354 35834 189.364823 62.332436 189.364823 62.332441
400356 35910 189.415573 62.332409 189.415571 62.332413
400357 35867 189.429474 62.332321 189.429455 62.332306
400358 35886 189.340744 62.332420 189.340748 62.332419
400359 35854 189.336304 62.332390 189.336305 62.332388
400360 35730 189.337219 62.332222 189.337221 62.332222
400361 35874 189.402222 62.332310 189.402217 62.332288
400362 35883 189.344071 62.332355 189.344034 62.332348
400363 35880 189.296372 62.332355 189.296356 62.332363
400364 35810 189.361161 62.332024 189.361196 62.332023
400365 35470 189.305359 62.331573 189.305361 62.331574
400366 35857 189.375717 62.331894 189.375704 62.331890
400367 35820 189.318085 62.331848 189.318093 62.331854
400368 35846 189.318695 62.331860 189.318653 62.331869
400369 35843 189.374405 62.331772 189.374404 62.331771
400370 35829 189.354859 62.331745 189.354833 62.331750
400371 35647 189.442322 62.331642 189.442350 62.331641
400372 35763 189.349167 62.331692 189.349170 62.331687
400373 35702 189.358765 62.331615 189.358750 62.331626
400374 35825 189.388932 62.331680 189.388919 62.331676
400375 35838 189.412049 62.331619 189.412054 62.331618
400377 35805 189.366806 62.331589 189.366790 62.331596
400379 35798 189.329193 62.331524 189.329181 62.331536
400380 35773 189.325318 62.331486 189.325314 62.331490
400381 35615 189.389420 62.331139 189.389405 62.331148
400382 35745 189.407883 62.331348 189.407875 62.331336
400384 35749 189.351502 62.331306 189.351487 62.331294
400385 35771 189.426438 62.331020 189.426432 62.331022
400386 35707 189.398743 62.330948 189.398730 62.330944
400387 35401 189.448639 62.330521 189.448646 62.330523
400388 35716 189.366693 62.330908 189.366688 62.330893
400389 35721 189.401184 62.330803 189.401161 62.330796
400390 35732 189.290879 62.330891 189.290867 62.330891
400391 35696 189.375473 62.330761 189.375468 62.330759
400392 35697 189.430527 62.330650 189.430541 62.330648
400393 35659 189.334503 62.330627 189.334491 62.330613
400394 35719 189.364716 62.330639 189.364717 62.330639
400395 35722 189.392487 62.330566 189.392495 62.330553
400396 35554 189.304779 62.330433 189.304792 62.330427
400397 35654 189.304505 62.330166 189.304523 62.330169
400398 35670 189.392639 62.330395 189.392636 62.330397
400399 35686 189.355255 62.330421 189.355259 62.330425
400400 35646 189.403519 62.330261 189.403544 62.330249
400402 35657 189.354508 62.330235 189.354500 62.330228
400403 35665 189.306092 62.330231 189.306097 62.330234
400404 35556 189.331620 62.330067 189.331624 62.330069
400405 35652 189.298645 62.330070 189.298651 62.330065
400406 35602 189.377091 62.329899 189.377099 62.329896
400407 35464 189.381867 62.329750 189.381860 62.329747
400408 35617 189.319290 62.329906 189.319293 62.329908
400409 35638 189.358872 62.329773 189.358863 62.329777
400410 35603 189.301605 62.329762 189.301615 62.329765
400411 35493 189.397400 62.329533 189.397394 62.329533
400412 35543 189.395340 62.329578 189.395346 62.329574
400413 35592 189.370850 62.329636 189.370843 62.329633
400414 35590 189.295563 62.329571 189.295561 62.329572
400415 35544 189.406662 62.329418 189.406656 62.329409
400416 35559 189.343033 62.329369 189.343051 62.329361
400417 35541 189.435929 62.329205 189.435898 62.329206
400418 35299 189.360016 62.329098 189.360002 62.329100
400419 35569 189.383896 62.329247 189.383901 62.329246
400420 35561 189.354294 62.329201 189.354296 62.329206
400421 35519 189.362564 62.329033 189.362551 62.329041
400422 34801 189.356369 62.328171 189.356382 62.328177
400423 35435 189.396515 62.328777 189.396517 62.328767
400424 35497 189.376572 62.328793 189.376588 62.328798
400425 35523 189.332489 62.328842 189.332491 62.328843
400426 35517 189.407334 62.328735 189.407353 62.328737
400427 35455 189.332062 62.328667 189.332074 62.328669
400428 34998 189.389603 62.328060 189.389601 62.328057
400430 35281 189.363129 62.328003 189.363130 62.327983
400431 35432 189.327164 62.328117 189.327197 62.328115
400432 35347 189.302445 62.327950 189.302450 62.327951
400433 35417 189.305237 62.328003 189.305259 62.328008
400434 35412 189.370087 62.327950 189.370069 62.327954
400435 35379 189.404099 62.327831 189.404096 62.327829
400436 34454 189.391663 62.327042 189.391644 62.327029
400437 35332 189.380615 62.327801 189.380598 62.327804
400438 35396 189.430451 62.327759 189.430438 62.327759
400439 35383 189.405747 62.327763 189.405735 62.327765
400440 35408 189.434738 62.327728 189.434719 62.327727
400441 35313 189.369721 62.327656 189.369716 62.327664
400443 35374 189.302353 62.327690 189.302338 62.327690
400444 35319 189.352478 62.327633 189.352470 62.327640
400445 35252 189.350418 62.327526 189.350414 62.327526
400446 35390 189.331711 62.327625 189.331695 62.327622
400449 35277 189.436341 62.327320 189.436324 62.327323
400450 35361 189.326889 62.327499 189.326866 62.327504
400452 35373 189.407074 62.327335 189.407059 62.327336
400453 35264 189.326325 62.327293 189.326340 62.327308
400454 34503 189.373825 62.326305 189.373832 62.326299
400455 35072 189.374146 62.325737 189.374144 62.325737
400456 35405 189.378174 62.328827 189.378197 62.328824
400457 35288 189.293396 62.327053 189.293390 62.327058
400458 35298 189.361069 62.327019 189.361059 62.327019
400459 35320 189.406128 62.326984 189.406125 62.326996
400460 35279 189.437790 62.326866 189.437793 62.326864
400461 35243 189.425339 62.326813 189.425340 62.326811
400462 35195 189.345124 62.326824 189.345121 62.326824
400463 35099 189.388550 62.326694 189.388554 62.326692
400464 35248 189.350449 62.326813 189.350446 62.326812
400465 35208 189.395523 62.326691 189.395519 62.326690
400467 35254 189.413559 62.326649 189.413566 62.326650
400468 35206 189.345688 62.326603 189.345699 62.326609
400471 35225 189.359268 62.326389 189.359280 62.326394
400472 35105 189.382324 62.326088 189.382317 62.326088
400473 35187 189.326508 62.326241 189.326575 62.326220
400474 35158 189.384812 62.326118 189.384820 62.326127
400475 34943 189.360779 62.325790 189.360760 62.325785
400476 35178 189.364060 62.326046 189.364068 62.326038
400480 35179 189.301316 62.325893 189.301326 62.325896
400481 35157 189.422043 62.325741 189.422044 62.325743
400482 35169 189.316712 62.325783 189.316726 62.325786
400483 35123 189.327225 62.325676 189.327235 62.325677
400484 35164 189.400116 62.325634 189.400110 62.325637
400486 35133 189.404679 62.325500 189.404711 62.325505
400487 34954 189.335282 62.325317 189.335284 62.325302
400488 35057 189.378037 62.325283 189.378028 62.325273
400489 35097 189.320008 62.325180 189.320064 62.325193
400490 35085 189.291901 62.325172 189.291906 62.325175
400491 35063 189.300980 62.325161 189.300987 62.325156
400492 35079 189.338135 62.325027 189.338125 62.325028
400493 34739 189.295822 62.324570 189.295867 62.324531
400494 34456 189.339829 62.324287 189.339813 62.324291
400495 35014 189.371796 62.324562 189.371720 62.324562
400496 35036 189.440995 62.324406 189.441005 62.324402
400497 35019 189.417832 62.324326 189.417844 62.324323
400498 35006 189.328553 62.324310 189.328551 62.324318
400499 34941 189.404724 62.324131 189.404725 62.324114
400503 34960 189.323212 62.323959 189.323196 62.323963
400504 34933 189.428986 62.323757 189.428979 62.323754
400505 34882 189.332535 62.323792 189.332550 62.323799
400506 34866 189.355545 62.323696 189.355536 62.323698
400507 34734 189.395783 62.323574 189.395773 62.323571
400508 34808 189.421692 62.323555 189.421690 62.323554
400509 34935 189.312577 62.323757 189.312586 62.323762
400510 34892 189.309159 62.323696 189.309175 62.323696
400511 34859 189.345032 62.323658 189.345058 62.323661
400513 34919 189.292099 62.323654 189.292075 62.323650
400514 34875 189.370514 62.323437 189.370499 62.323428
400515 34857 189.341080 62.323448 189.341116 62.323463
400516 34887 189.360764 62.323429 189.360734 62.323437
400518 34769 189.387314 62.323200 189.387315 62.323199
400520 34824 189.333466 62.323338 189.333467 62.323335
400523 34839 189.370362 62.323215 189.370356 62.323248
400525 34849 189.394181 62.323063 189.394207 62.323060
400526 34812 189.333481 62.323036 189.333481 62.323040
400527 34814 189.434098 62.322891 189.434092 62.322895
400529 34848 189.391037 62.322956 189.391053 62.322955
400530 34841 189.339051 62.322960 189.339048 62.322961
400531 34789 189.370102 62.322811 189.370094 62.322879
400532 34815 189.391007 62.322762 189.391000 62.322762
400533 34831 189.441757 62.322632 189.441743 62.322633
400537 34741 189.375168 62.322498 189.375160 62.322497
400538 34784 189.325714 62.322559 189.325697 62.322559
400539 34772 189.405457 62.322430 189.405465 62.322426
400540 34580 189.419770 62.322208 189.419770 62.322214
400541 34749 189.315079 62.322441 189.315088 62.322444
400542 34721 189.318039 62.322350 189.318049 62.322352
400543 34752 189.322876 62.322273 189.322868 62.322278
400544 34473 189.414002 62.321995 189.413992 62.321990
400545 34719 189.401657 62.322121 189.401675 62.322117
400546 34744 189.330918 62.322189 189.330912 62.322191
400548 34667 189.399994 62.322063 189.399984 62.322067
400549 34730 189.443070 62.322002 189.443071 62.322006
400550 34630 189.444199 62.321884 189.444194 62.321885
400551 34703 189.332825 62.322086 189.332812 62.322088
400552 34729 189.432495 62.321980 189.432484 62.321980
400553 34679 189.406830 62.321857 189.406827 62.321866
400554 34410 189.397156 62.321640 189.397148 62.321633
400555 34701 189.321106 62.321754 189.321119 62.321757
400556 34690 189.378159 62.321609 189.378163 62.321607
400557 34540 189.419007 62.321384 189.419008 62.321385
400558 34634 189.310532 62.321495 189.310537 62.321499
400559 34562 189.310318 62.321285 189.310322 62.321288
400560 34535 189.376251 62.321335 189.376260 62.321315
400561 34508 189.441941 62.321201 189.441941 62.321199
400562 34629 189.307022 62.321346 189.307064 62.321346
400563 34565 189.395325 62.321213 189.395353 62.321215
400564 34654 189.428925 62.321239 189.428911 62.321240
400565 34557 189.315506 62.321239 189.315513 62.321246
400566 34605 189.389160 62.321209 189.389166 62.321212
400567 34507 189.339463 62.321205 189.339446 62.321205
400568 34578 189.391785 62.321129 189.391781 62.321129
400569 34368 189.338532 62.320961 189.338526 62.320968
400570 34612 189.438767 62.321033 189.438721 62.321063
400571 34581 189.432465 62.321003 189.432479 62.320994
400573 34576 189.359848 62.320881 189.359841 62.320887
400574 34547 189.371720 62.320831 189.371699 62.320853
400575 34330 189.357498 62.320595 189.357490 62.320596
400576 34553 189.313538 62.320702 189.313522 62.320705
400577 34452 189.371552 62.320553 189.371557 62.320548
400578 34276 189.461991 62.320217 189.462072 62.320212
400580 34536 189.382263 62.320545 189.382273 62.320542
400581 34525 189.340271 62.320389 189.340277 62.320393
400582 34419 189.311814 62.320259 189.311828 62.320264
400583 34352 189.392243 62.320122 189.392248 62.320118
400584 34250 189.383362 62.320038 189.383348 62.320001
400585 34403 189.309540 62.320087 189.309528 62.320096
400586 34450 189.388657 62.319927 189.388646 62.319929
400587 34451 189.418686 62.319874 189.418686 62.319883
400588 34415 189.360764 62.319912 189.360766 62.319909
400589 34478 189.389649 62.319889 189.389661 62.319889
400591 34418 189.347275 62.319870 189.347219 62.319903
400592 34335 189.385971 62.319691 189.385959 62.319669
400593 34254 189.465500 62.319473 189.465484 62.319468
400594 34464 189.423233 62.319733 189.423241 62.319731
400595 34390 189.351136 62.319706 189.351125 62.319712
400596 34439 189.327072 62.319778 189.327076 62.319785
400597 34326 189.422379 62.319424 189.422374 62.319423
400598 34394 189.369828 62.319496 189.369831 62.319501
400599 34337 189.356446 62.319458 189.356421 62.319458
400600 32373 189.429245 62.316849 189.429264 62.316834
400601 34385 189.372193 62.319206 189.372205 62.319202
400602 34299 189.419861 62.319057 189.419858 62.319053
400603 34338 189.339447 62.319130 189.339441 62.319125
400604 34334 189.324173 62.319088 189.324185 62.319085
400605 34150 189.355988 62.318882 189.355979 62.318886
400606 34320 189.450196 62.318832 189.450177 62.318818
400607 34255 189.374100 62.318871 189.374102 62.318871
400608 34357 189.296677 62.318981 189.296679 62.318986
400609 34362 189.348160 62.318909 189.348170 62.318918
400610 34324 189.294129 62.318802 189.294119 62.318800
400611 34258 189.315811 62.318600 189.315828 62.318611
400614 34265 189.293320 62.318527 189.293337 62.318524
400615 34241 189.447846 62.318302 189.447876 62.318296
400617 34261 189.314514 62.318314 189.314509 62.318325
400619 34243 189.437699 62.318142 189.437684 62.318165
400620 34127 189.350495 62.318043 189.350499 62.318042
400622 34220 189.446701 62.317997 189.446756 62.318020
400623 34168 189.308625 62.318092 189.308619 62.318092
400625 34227 189.379227 62.318008 189.379186 62.318002
400626 34238 189.380539 62.318027 189.380549 62.318021
400631 34424 189.436478 62.319321 189.436481 62.319323
400632 34106 189.362458 62.317677 189.362440 62.317677
400633 34182 189.293976 62.317757 189.293982 62.317752
400634 34154 189.345673 62.317650 189.345668 62.317652
400635 34002 189.334900 62.317375 189.334900 62.317394
400636 34120 189.434372 62.317265 189.434363 62.317263
400637 34071 189.350174 62.317272 189.350192 62.317273
400638 34030 189.304993 62.317192 189.304998 62.317184
400639 34003 189.337128 62.317039 189.337127 62.317039
400640 33991 189.317002 62.316902 189.317004 62.316904
400641 34103 189.349991 62.316982 189.349991 62.316991
400642 34060 189.342743 62.316914 189.342720 62.316912
400643 34054 189.377274 62.316689 189.377275 62.316691
400644 33929 189.360535 62.316505 189.360525 62.316521
400645 34051 189.435898 62.316467 189.435897 62.316472
400646 34049 189.437775 62.316303 189.437777 62.316306
400647 33942 189.361649 62.316349 189.361619 62.316373
400648 33958 189.309159 62.316338 189.309170 62.316335
400649 33772 189.310349 62.316174 189.310344 62.316178
400651 33982 189.378189 62.316101 189.378191 62.316097
400652 33988 189.290802 62.316143 189.290802 62.316143
400653 33952 189.415131 62.315994 189.415130 62.315996
400654 33911 189.353745 62.316002 189.353747 62.316006
400656 33926 189.308426 62.315914 189.308422 62.315909
400657 33893 189.358826 62.315800 189.358814 62.315802
400658 33912 189.309372 62.315899 189.309453 62.315893
400659 33890 189.405533 62.315742 189.405533 62.315743
400663 33927 189.332245 62.315758 189.332254 62.315756
400664 33941 189.407929 62.315685 189.407914 62.315672
400665 33838 189.443939 62.315533 189.443941 62.315535
400666 33804 189.315918 62.315662 189.315906 62.315663
400667 33937 189.296585 62.315739 189.296591 62.315740
400668 33863 189.333832 62.315636 189.333871 62.315630
400669 33880 189.327988 62.315632 189.327937 62.315612
400670 33867 189.413513 62.315506 189.413506 62.315512
400671 33691 189.324494 62.315479 189.324531 62.315462
400672 33901 189.339707 62.315578 189.339661 62.315577
400673 33794 189.330277 62.315483 189.330278 62.315483
400676 33803 189.369171 62.315289 189.369166 62.315295
400677 33878 189.445801 62.315247 189.445796 62.315249
400678 33720 189.367920 62.315254 189.367910 62.315243
400679 34395 189.369522 62.319378 189.369526 62.319382
400680 33862 189.353241 62.315300 189.353265 62.315297
